caseID,anthrax,babesiosis,blackleg_black_quarter,cbpp,colibacillosis,cowdriosis,fmd_foot_and_mouth_disease,fasciolosis,lsd_lumpy_skin_disease_,lungworm_verminous_pneumonia,pasteurellosis_pneumonic,gi_parasites,rabies,trypanosomosis,tuberculosis,zz_other,coenurosis,contagious_ecthyma_orf_,haemonchosis,hypoglycemia_pregnancy_toxemia,mange_mites,nasal_bot,pox,ppr,trichostrongylosis,brucellosis,ccpp,mastitis,camel_calf_diarrhoea,plant_poisoning,abscess,respiratory_infections,sudden_death_unkown_d,african_horse_sickness,ascaris_foals,gi_non_infectious_colic,habronemiasis,heat_stress,epizootic_lymphangitis,ulcerative_lymphangitis,resp_lower_bact,resp_upper_bact,resp_asth_lungworm,resp_viral,strangles,tetanus,hemorrhagic_septicemia,region,location,species,age,breed,sex,app_disease,user_disease
648,-1,-1,-1,-1,-1,0.000250853,-1,0.115085,-1,0.186231,0.00203949,-1,-1,-1,-1,5.55E-15,0.0274889,1.22403,0.372405,6.59E-06,94.7228,0.0236387,0.00906128,2.51E-06,3.31701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Sheep,2 - 4 years,Local,Female,Mange mites,-1
649,-1,-1,-1,-1,-1,0.000294235,-1,0.0013357,-1,28.4716,0.202201,-1,-1,-1,-1,1.18E-12,0.000312251,0.882662,0.00134555,2.45E-05,0.352907,69.1456,0.914923,1.88E-05,0.026736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Sheep,2 - 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
650,-1,-1,-1,-1,-1,0.61787,-1,0.236009,-1,1.03844,0.0594967,-1,-1,-1,-1,4.21E-14,4.17134,27.7208,0.923626,0.00900934,59.3243,1.95878,1.17396,3.12E-06,2.76641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Sheep,13 - 24 months,Local,Male,Mange mites,-1
651,3.43487,0.0200626,1.45857,0.0532529,16.294,0.0897276,9.12944,1.00957,9.71161,45.5039,0.008428,7.97881,5.2425,0.055963,0.00930456,3.75E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Cattle,2 - 4 years,Local,Female,GI parasites,-1
653,0.0103274,0.0269575,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.2692,1.52118,0.109454,-1,3.65E-10,-1,-1,-1,-1,0.0593142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000529455,64.1055,0.106678,0.0275425,0.0446849,0.0495206,0.163236,0.536843,0.88844,4.34952,0.564286,0.0168022,0.149984,-1,Oromia,batu,Horse/Mule,2 - 4 years,Local,Male,Ascaris_foals,-1
654,0.00913805,0.0174324,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0394442,1.33125,0.00241896,-1,2.51E-14,-1,-1,-1,-1,0.00104443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0906329,1.1551,9.65E-05,1.53621,-1,-1,10.0135,6.16832,71.5454,7.33409,0.177519,0.578378,-1,Oromia,batu,Donkey,2 - 4 years,Local,Female,Resp_asth_lungworm,-1
655,0.503777,0.00565185,0.0939509,0.00550996,1.04954,0.0252772,1.02849,2.27674,1.27676,84.4907,0.000872028,8.66354,0.542431,0.0157654,0.0209833,3.02E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Cattle,Older than 4 years,Local,Female,GI parasites,-1
656,-1,-1,-1,-1,-1,0.114896,-1,66.743,-1,0.150627,0.883,-1,-1,-1,-1,5.56E-09,0.00133345,0.0104727,4.71355,0.000120301,0.123066,0.000149715,0.234707,0.0108001,27.0143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Sheep,2 - 4 years,Local,Female,Fasciolosis,-1
659,0.000268614,0.0859285,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.3946,1.91828,0.169599,-1,1.69E-12,-1,-1,-1,-1,0.160466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.77E-06,32.6128,0.0333915,0.0521482,0.0404319,0.0299645,0.239526,0.00644889,0.0104615,0.0220029,0.00281349,0.000463821,0.220482,-1,Oromia,batu,Horse/Mule,2 - 4 years,Local,Male,GI parasites,-1
660,0.2402,0.417045,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.52788,55.3357,0.143418,-1,1.45E-14,-1,-1,-1,-1,1.35176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00177202,1.71399,4.03792,0.26284,4.96346,0.336459,13.4139,0.121839,1.21679,2.28674,1.3487,0.0253689,10.2542,-1,Oromia,batu,Horse/Mule,Older than 4 years,Local,Male,GI parasites,-1
661,-1,-1,-1,-1,-1,0.000294235,-1,0.0013357,-1,28.4716,0.202201,-1,-1,-1,-1,1.18E-12,0.000312251,0.882662,0.00134555,2.45E-05,0.352907,69.1456,0.914923,1.88E-05,0.026736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Sheep,13 - 24 months,Local,Male,Lungworm /Verminous pneumonia,-1
662,5.43499,0.00253447,0.42555,0.000146124,3.51E-05,0.0019555,0.00919457,0.000963804,0.0494691,5.2571,7.13E-05,0.00041789,88.8172,7.84E-06,0.000346428,3.49E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu,Cattle,2 - 4 years,Local,Male,zz_Other,50
665,0.101294,0.0219375,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000229531,0.0201058,0.0301937,-1,1.92E-10,-1,-1,-1,-1,1.41E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.3795,0.0176085,0.000385161,2.05E-07,2.10949,0.0376555,5.48E-05,28.6141,14.218,6.49306,27.9279,0.0222234,0.00628952,-1,Oromia,Fantale/H_Adi,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,-1
666,-1,-1,-1,-1,-1,0.000474682,-1,0.000956315,-1,6.35402,49.8556,-1,-1,-1,-1,5.54E-07,1.08E-05,0.000144875,0.000186086,0.0015365,4.03E-05,0.00691408,32.9638,10.8155,0.000904623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Fantale/Metehara,Sheep,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
667,1.14805,1.93155,0.450447,0.560396,0.720646,0.776074,1.00918,0.67951,0.98793,74.8749,0.103523,0.727276,15.2045,0.0391782,0.141046,0.645736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Fantale H_Adi,Cattle,Older than 4 years,Local,Female,zz_Other,62
668,-1,-1,-1,-1,-1,1.24E-06,-1,6.12818,-1,0.044792,0.0555737,-1,-1,-1,-1,4.73E-10,0.000309867,0.000048647,2.67078,0.00121448,0.00559843,3.21E-06,0.0165063,0.190395,90.8866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Fantale/H_Adi,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,-1
669,0.299887,0.311821,1.33224,0.128088,69.8521,0.1758,19.7146,0.0172335,7.51452,0.472642,0.0393423,0.0980252,0.0232934,0.0182842,0.00206479,9.06E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Fantale/H_Adi ,Cattle,Older than 4 years,Cross,Male,zz_Other,85
670,-1,-1,-1,-1,-1,0.000750206,-1,2.63834,-1,0.150956,9.32785,-1,-1,-1,-1,2.94E-07,0.000108321,0.00014597,1.2776,0.00042455,0.00146365,9.85E-07,5.12905,62.8992,18.5741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Fantale/H_Adi ,Sheep,2 - 4 years,Local,Female,PPR,-1
671,0.175553,3.23677,0.388442,7.52129,8.04071,30.5875,10.7839,0.0375958,10.3623,3.16525,7.77666,1.4402,0.0629262,14.7035,1.41962,0.297792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somalia,jigjiga vet clinic,Cattle,7 - 12 months,Local,Female,Colibacillosis,-1
672,-1,-1,-1,-1,-1,0.0412969,-1,0.926379,-1,1.60104,0.073266,-1,-1,-1,-1,1.64E-14,2.03292,1.85279,1.27001,0.00104982,85.3464,0.228247,0.457412,4.10E-05,6.16916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Addis_ababa,arsi negele,Sheep,2 - 4 years,Local,Female,Mange mites,-1
673,-1,-1,-1,-1,-1,0.0412969,-1,0.926379,-1,1.60104,0.073266,-1,-1,-1,-1,1.64E-14,2.03292,1.85279,1.27001,0.00104982,85.3464,0.228247,0.457412,4.10E-05,6.16916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,2 - 4 years,Local,Male,zz_Other,50
674,-1,-1,-1,-1,-1,0.000768598,-1,-1,-1,0.509325,0.000083798,-1,-1,-1,-1,7.45E-15,-1,2.84563,-1,2.73E-06,79.3803,-1,0.0938219,0.00002312,3.01956,6.66659,0.0205043,7.46335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Arsi negele,Goats,2 - 4 years,Local,Female,zz_Other,87
675,-1,-1,-1,-1,-1,0.00126653,-1,-1,-1,0.349505,0.00011943,-1,-1,-1,-1,3.58E-15,-1,14.4566,-1,7.31E-05,54.4718,-1,0.0451111,3.37E-06,1.45185,12.8196,0.00677458,16.3972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Goats,2 - 4 years,Local,Male,zz_Other,87
676,-1,-1,-1,-1,-1,5.87E-05,-1,0.0142735,-1,90.7829,1.85583,-1,-1,-1,-1,5.26E-11,0.000204063,0.00161921,0.000710258,0.000019748,0.0198203,1.41065,5.15541,0.112997,0.645459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,2 - 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
677,-1,-1,-1,-1,-1,0.014668,-1,1.41186,-1,1.73167,0.163771,-1,-1,-1,-1,8.15E-15,2.09731,0.681173,1.18285,0.0140799,88.0497,0.0894042,0.426021,0.000550305,4.13696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,13 - 24 months,Local,Female,Mange mites,-1
678,-1,-1,-1,-1,-1,0.366628,-1,1.25528,-1,2.35542,0.213542,-1,-1,-1,-1,2.67E-14,1.72168,2.43789,1.96183,0.0144795,79.9021,0.193303,1.21825,0.000162521,8.35945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,Older than 4 years,Local,Male,Mange mites,-1
679,-1,-1,-1,-1,-1,0.00283681,-1,0.667809,-1,1.52993,0.14649,-1,-1,-1,-1,8.92E-15,57.1543,22.5151,1.6276,0.029515,3.64977,6.41703,0.364449,3.92E-05,5.89517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,2 - 4 years,Local,Male,Mange mites,-1
680,0.0688181,0.167312,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0113185,0.737594,0.0921574,-1,3.94E-13,-1,-1,-1,-1,0.000943824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.140175,0.0626934,2.72E-05,5.12183,-1,-1,68.0131,14.1343,2.72833,7.5673,1.00014,0.153986,-1,Oromia,arsi negele,Donkey,Older than 4 years,Local,Male,zz_Other,53
681,0.635684,0.256573,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04437,17.911,0.0131465,-1,1.70E-13,-1,-1,-1,-1,0.000722725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.27757,61.945,7.02E-05,8.14186,-1,-1,0.147809,0.119611,0.205002,0.066634,0.00500943,6.22989,-1,Oromia,arsi negele,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,-1
682,0.0396586,0.780452,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.8045,24.739,0.978418,-1,3.13E-15,-1,-1,-1,-1,6.71458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5714,3.08721,0.447999,2.49386,-1,-1,0.222355,0.437752,2.18132,0.161442,0.0251515,8.31482,-1,Oromia,Arsi Negele,Donkey,2 - 4 years,Local,Male,GI parasites,-1
683,1.17134,5.96704,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.55899,5.24247,2.97892,-1,6.98E-14,-1,-1,-1,-1,2.2839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00264039,6.43672,0.901542,0.871818,26.4251,4.81403,23.975,0.404132,1.94326,2.28678,1.12205,0.0575844,6.55675,-1,Oromia,arsi negele,Horse/Mule,2 - 4 years,Local,Male,zz_Other,50
684,2.70409,0.206904,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0622854,4.07221,0.0865263,-1,8.13E-14,-1,-1,-1,-1,0.00882765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0925978,1.87333,0.000352402,5.61221,-1,-1,4.97503,22.5346,7.46554,49.7236,0.483738,0.0981664,-1,Oromia,arsi negele,Donkey,2 - 4 years,Local,Male,Resp_viral,-1
685,0.336668,2.41251,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8901,26.5224,0.341126,-1,7.57E-16,-1,-1,-1,-1,4.16666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.20008,9.44638,1.6608,5.78046,-1,-1,0.183919,1.56188,18.9852,3.37418,0.0599788,3.07768,-1,Oromia,arsi negele,Donkey,2 - 4 years,Local,Male,Rabies,-1
686,0.635684,0.256573,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04437,17.911,0.0131465,-1,1.70E-13,-1,-1,-1,-1,0.000722725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.27757,61.945,7.02E-05,8.14186,-1,-1,0.147809,0.119611,0.205002,0.066634,0.00500943,6.22989,-1,Oromia,arsi negele,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,-1
687,4.67825,0.236227,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00105164,85.6081,0.189937,-1,1.50E-11,-1,-1,-1,-1,0.231068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00102815,0.2587,0.000796527,6.11969,-1,-1,0.00182635,0.0108674,0.000531998,0.0259936,0.000785428,2.63512,-1,Oromia,arsi negele,Donkey,2 - 4 years,Local,Female,zz_Other,31
689,54.2017,1.97961,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07518,4.93862,1.90346,-1,1.71E-15,-1,-1,-1,-1,0.00783621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.167339,1.40049,0.000121384,33.6529,-1,-1,0.148627,0.539798,0.0202462,0.427581,0.0193908,0.517089,-1,Oromia,arsi negele,Donkey,Older than 4 years,Local,Male,zz_Other,50
690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Donkey,Older than 4 years,Local,Male,zz_Other,50
691,0.195342,5.51456,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.4977,11.4749,2.53966,-1,3.51E-15,-1,-1,-1,-1,4.33361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.3794,1.0824,1.00195,3.98435,-1,-1,0.507006,1.45256,4.95329,0.880333,0.0815112,2.12138,-1,Oromia,arsi negele,Donkey,2 - 4 years,Local,Male,GI parasites,-1
692,-1,-1,-1,-1,-1,0.645968,-1,0.222327,-1,0.953157,0.117022,-1,-1,-1,-1,7.53E-13,3.82876,30.0704,0.847772,0.00826944,56.2403,1.79791,2.72885,4.04E-06,2.53922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,2 - 4 years,Local,Male,zz_Other,50
693,-1,-1,-1,-1,-1,7.07828,-1,0.00199021,-1,5.10536,7.47596,-1,-1,-1,-1,1.79E-11,0.0083488,1.0619,0.00379451,0.00146058,0.118736,0.36716,78.7468,0.000744431,0.0294462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,Older than 4 years,Local,Female,zz_Other,32
694,-1,-1,-1,-1,-1,0.456133,-1,0.00134591,-1,4.57666,14.0225,-1,-1,-1,-1,9.11E-12,0.220193,12.1055,0.00456193,0.0385218,0.00476335,9.68357,58.8592,0.000667339,0.0263968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,arsi negele,Sheep,2 - 4 years,Local,Male,zz_Other,32
695,-1,-1,-1,-1,-1,0.00116799,-1,1.02729,-1,40.9742,15.2086,-1,-1,-1,-1,2.38E-07,1.40E-06,5.42E-05,0.894782,0.000443732,0.0112137,7.81E-06,14.9932,17.5861,9.30299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembi,Sheep,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,-1
696,0.0327073,0.15334,0.503117,46.7326,0.00210602,0.510348,7.31922,9.36E-07,29.8459,0.407709,8.35883,3.67E-05,0.000477368,0.464415,5.66923,9.98E-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembi,Cattle,Older than 4 years,Local,Female,CBPP,50
697,1.18202,2.15067,0.201603,0.210213,0.000076808,83.5987,5.05638,4.51E-06,0.388691,2.8178,0.0213557,0.000579231,4.35912,0.00585593,0.00691579,5.32E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembi,Cattle,2 - 4 years,Local,Female,Cowdriosis,-1
698,-1,-1,-1,-1,-1,4.12E-07,-1,0.611074,-1,1.19846,87.2235,-1,-1,-1,-1,3.83E-08,0.0262297,0.448893,0.0711497,0.00925508,0.307957,0.1711,3.07525,0.379164,6.47799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembi,Sheep,7 - 12 months,Local,Female,Pasteurellosis_pneumonic,-1
699,-1,-1,-1,-1,-1,0.0210022,-1,-1,-1,0.0925856,0.00246024,-1,-1,-1,-1,1.25E-12,-1,2.34945,-1,3.94E-05,68.1373,-1,2.71204,0.0312552,21.407,1.00819,0.30191,3.9367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,Mange mites,50
700,-1,-1,-1,-1,-1,5.53E-07,-1,76.6378,-1,0.00922627,0.0028089,-1,-1,-1,-1,1.30E-06,0.000411789,1.74E-05,1.21127,3.99E-06,0.0399964,3.74E-06,0.00273765,0.00829178,22.0874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Sheep,Older than 4 years,Local,Female,Fasciolosis,-1
701,-1,-1,-1,-1,-1,0.0467997,-1,-1,-1,3.96615,0.00788656,-1,-1,-1,-1,1.95E-14,-1,20.1735,-1,7.19084,1.67016,-1,0.363297,0.000569807,1.93613,25.9465,2.50929,36.1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Male,zz_Other,17
702,-1,-1,-1,-1,-1,7.77E-06,-1,0.000898192,-1,0.667671,89.176,-1,-1,-1,-1,1.45E-08,3.57E-07,2.84E-05,1.77E-05,4.90E-05,1.16E-07,0.00019977,9.85051,0.30458,0.000018624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
703,-1,-1,-1,-1,-1,0.000191264,-1,-1,-1,0.0547832,6.05E-05,-1,-1,-1,-1,7.29E-12,-1,0.0855978,-1,3.55E-08,70.6341,-1,0.163894,0.00101779,28.7512,0.200534,0.011618,0.0970371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,Older than 4 years,Local,Female,zz_Other,87
704,0.000133681,0.0355808,0.00226166,0.0039525,7.35389,0.0857483,0.184713,2.84536,0.115708,1.43332,0.001619,77.7982,0.000464692,1.3916,0.0189287,8.72847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somalia,jigjiga vet clinic,Cattle,2 - 4 years,Local,Female,GI parasites,-1
705,-1,-1,-1,-1,-1,0.037692,-1,-1,-1,0.000595172,3.94814,-1,-1,-1,-1,68.1874,-1,0.000134253,-1,0.00678369,8.53E-06,-1,0.222441,26.5977,0.010207,7.09E-05,0.988524,0.000260286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somalia,jigjiga vet clinic,Goats,0 - 6 months,Local,Male,zz_Other,100
706,-1,-1,-1,-1,-1,0.0203054,-1,0.000100089,-1,1.48307,10.655,-1,-1,-1,-1,2.40E-09,6.46E-06,2.18E-07,1.28E-06,0.00204993,4.85E-06,5.50E-06,1.89159,85.9475,0.000369798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembi,Sheep,7 - 12 months,Local,Male,PPR,-1
708,10.7393,1.81899,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.186388,9.38268,6.09621,-1,2.78E-10,-1,-1,-1,-1,0.0289741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.180924,0.675533,0.117215,0.0107084,14.96,9.1818,2.87911,2.59611,5.80013,5.52097,9.56224,0.302056,19.9606,-1,Oromia,Dodola/Kechema,Horse/Mule,Older than 4 years,Local,Female,Tetanus,-1
709,20.5368,0.0145289,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000736559,0.390309,0.00364065,-1,1.95E-06,-1,-1,-1,-1,1.35E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.6686,0.0523281,0.590496,1.73E-06,3.0391,0.0257538,0.000463918,8.65946,8.10609,0.585674,4.67459,1.63048,0.0209636,-1,Oromia,Dodola/kechema,Horse/Mule,Older than 4 years,Local,Female,African horse sickness,-1
710,6.92E-05,0.21452,0.000935664,0.101797,0.064566,63.4535,7.46891,0.0358947,0.791296,21.879,0.00843681,1.30008,0.00182929,4.48792,0.190626,0.000613957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Geepha,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
711,6.92E-05,0.21452,0.000935664,0.101797,0.064566,63.4535,7.46891,0.0358947,0.791296,21.879,0.00843681,1.30008,0.00182929,4.48792,0.190626,0.000613957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Dembii,Cattle,Older than 4 years,Local,Female,Cowdriosis,-1
712,6.92E-05,0.21452,0.000935664,0.101797,0.064566,63.4535,7.46891,0.0358947,0.791296,21.879,0.00843681,1.30008,0.00182929,4.48792,0.190626,0.000613957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Geepha,Cattle,Older than 4 years,Local,Female,Cowdriosis,-1
713,0.00227541,0.101202,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.55442,0.434241,0.0629853,-1,7.78E-13,-1,-1,-1,-1,2.25454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000130147,2.35468,0.198865,2.35624,0.148645,0.430108,3.2551,3.14607,5.54459,69.819,5.90968,0.164302,0.262922,-1,SNNP,bule,Horse/Mule,2 - 4 years,Local,Male,Resp_asth_lungworm,-1
714,0.00110422,2.10441,0.003802,0.649201,0.000120195,0.0674895,0.236845,0.180641,0.426015,92.1135,0.0631668,0.919171,0.0010251,0.360193,2.87331,3.28E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Gepha,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
