caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
2719, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2720, , , ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Exotic,Male,GI parasites,-1
2721, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Cross,Male,GI parasites,-1
2722, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2723, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2724, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2725, ,Present, , , , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2726, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2727, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2728, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2729, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2730, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2731, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2732, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2733, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Exotic,Female,Trypanosomosis,-1
2734, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2735, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Cross,Male,Trypanosomosis,-1
2736, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2737, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2738, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2739, ,Present, , , , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2740, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,0 - 6 months,Cross,Male,GI parasites,-1
2741, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2742, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2743,Absent,Absent,Absent,Present, ,Present,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent,Present,Present,Absent,Absent,Absent, ,Present, , , , , , , , ,SNNP,Holigeba kuke,Horse/Mule,Older than 4 years,Local,Female,Resp_upper_bact,-1
2744,Absent,Absent,Absent,Absent, ,Present,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent,Absent,Absent,Absent,Absent,Absent, ,Absent, , , , , , , , ,SNNP,"Gedeba,  halaba kulito",Donkey,Older than 4 years,Local,Male,zz_Other,76
2745, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Present,Absent, ,Absent, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,SNNP,halaba kulito,Sheep,0 - 6 months,Local,Male,Fasciolosis,-1
2746, ,Absent,Absent,Present,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Present,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,SNNP,"Holegeba, halaba",Cattle,Older than 4 years,Cross,Female,Lungworm /Verminous pneumonia,-1
2747, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,SNNP,Wanja halaba,Cattle,Older than 4 years,Exotic,Female,Rabies,-1
2748, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,SNNP,"holegeba kuke, halaba ",Cattle,Older than 4 years,Exotic,Female,zz_Other,28
2749,Absent,Absent,Absent,Absent, ,Absent,Absent,Present, , ,Absent,Absent, ,Absent, , , ,Absent,Present,Absent,Absent,Absent,Absent, ,Present, , , , , , , , ,SNNP,misrak gortancho,Donkey,Older than 4 years,Local,Male,Resp_lower_bact,-1
2750, ,Absent,Absent,Present,Absent,Present,Present, , ,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,SNNP,halaba kulito,Goats,13 - 24 months,Local,Male,PPR,-1
2751, ,Absent,Absent,Absent,Absent, ,Present, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Present, , , , , , , ,SNNP,halaba kulito,Cattle,2 - 4 years,Exotic,Female,zz_Other,85
2752, ,Absent,Absent,Present,Absent,Present,Present, , ,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, , , ,Absent, , ,Absent,Absent, , ,Absent, , ,SNNP,halaba kulito,Sheep,0 - 6 months,Local,Female,PPR,-1
2753, ,Absent,Present,Present,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Present,Absent, ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,SNNP,2nd choroko,Goats,2 - 4 years,Local,Female,Cowdriosis,-1
2754, ,Absent,Present,Present,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Present,Absent, ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Absent, , ,SNNP,2nd choroko,Goats,2 - 4 years,Local,Female,Cowdriosis,-1
2755, ,Absent,Absent,Absent,Absent, , , ,Absent,Absent, , , ,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,SNNP,halaba kulito,Cattle,Older than 4 years,Exotic,Female,zz_Other,87
2756,Present,Absent,Absent,Present, ,Absent,Absent,Present, , ,Absent,Absent, ,Absent, ,Absent, ,Absent,Absent,Absent,Absent,Absent,Absent, ,Absent, , , , , , , , ,SNNP,halaba kulito,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,-1
2757, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
2758, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
2759, ,Present, , , , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2760, , , , , , ,Present, , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,GI parasites,-1
2761, ,Present, , , , , , , ,Present, , , , , , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2762, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,-1
2763, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
2764, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
2765, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Addis Ababa,Areka ,Cattle,Older than 2 Years,Local,Male,zz_Other,62
2766, ,Present, , , , , , , ,Present, , , , , , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Cross,Male,Trypanosomosis,-1
2767, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,7-12 Months,Local,Male,GI parasites,-1
2768, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
2769, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2770, , , , , , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2771, , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,-1
2772, , , , , ,Present, , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Horse/Mule,13-24 Months,Cross,Male,Epizootic lymphangitis,-1
2773, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,-1
2774,Present, , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2775,Present, , ,Present, ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2776,Present, , ,Present, ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2777,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2778,Present, , ,Present, ,Present, , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2779, , , ,Present, , , , , , , , , , , , ,Present,Present, , , , , , , , , , , , , , , ,SNNP,,Sheep,13-24 Months,Local,Male,Fasciolosis,-1
2780, , , ,Present, , , , , , , , , , , , ,Present,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Sheep,13-24 Months,Local,Male,Fasciolosis,-1
2781, , , ,Present, , , , , , , , , , , , ,Present,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Sheep,Older than 2 Years,Local,Male,Fasciolosis,-1
2782, , , ,Present, , , , , ,Present, , , , , , ,Present,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Sheep,Older than 2 Years,Local,Male,Fasciolosis,-1
2783, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2784, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,13-24 Months,Local,Male,Mange mites,-1
2785, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,Older than 2 Years,Local,Male,Mange mites,-1
2786, , , , , , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,13-24 Months,Local,Male,PPR,-1
2787, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
2788, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2789, , , , , , , , , , , , , , , , , , , ,Present, , , , , , , ,Present, , ,Present, , ,SNNP,Areka ,Sheep,13-24 Months,Local,Female,Lungworm /Verminous pneumonia,-1
2790, , , , , , , , , , , , , , , , , , , ,Present, , , , , , , ,Present, , ,Present, , ,SNNP,,Sheep,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,-1
2791, , , , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , ,Present, , ,Present, , ,SNNP,Areka ,Sheep,13-24 Months,Local,Female,Pasteurellosis_pneumonic,-1
2792, , , ,Present, ,Present, , , , , , , , , , , ,Present, ,Present, , , , , , , ,Present, , ,Present, , ,SNNP,Areka ,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
2793, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2794, , , , , , , , , , , , , , , , , , , ,Present, ,Present, , , , , ,Present, , ,Present, , ,SNNP,Areka ,Sheep,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
2795, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2796, , , ,Present, , ,Present, ,Present, , , , , , , , , , ,Present, ,Present, , , , , , , , , , , ,SNNP,Are,Cattle,Older than 2 Years,Local,Male,Babesiosis,-1
2797, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2798, , , ,Present, , ,Present, , , , , , , , , , , , ,Present, ,Present, , , , , , , , ,Present, , ,SNNP,Areka ,Sheep,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
2799, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2800, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,Addis_ababa,,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2801, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2802, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2803, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2804, ,Present, ,Present, , ,Present, , ,Present, , , ,Absent, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,GI parasites,-1
2805, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2806, ,Present, ,Present, , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2807, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,13 - 24 months,Local,Male,Trypanosomosis,-1
2808, ,Present, ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2809, , , ,Present, , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,zz_Other,28
2810, ,Present, ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,zz_Other,28
2811, ,Present, ,Present, , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Local,Female,zz_Other,28
2812,Present, , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,GI_non-infectious_colic,-1
2813, , , ,Present, ,Present, , , , , , , ,Present, , , , , ,Present, , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,-1
2814, , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,-1
2815, , , ,Present, ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,-1
2816, ,Present, , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,50
2817, ,Present, , , , , , , , , , , ,Present, , , , , ,Present, , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,-1
2818, ,Present, , , , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,-1
2819, ,Present, ,Present, ,Present, , , , , , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Horse/Mule,2 - 4 years,Cross,Male,Ulcerative lymphangitis,-1
2820, ,Present, , , ,Present, , , , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , ,SNNP,humbo,Horse/Mule,2 - 4 years,Local,Male,Ulcerative lymphangitis,-1
2821, , , ,Present, , , , , , , , , ,Present, , , , , ,Present, , , , , , , , , , , , , ,SNNP,humbo,Horse/Mule,2 - 4 years,Local,Male,Ulcerative lymphangitis,-1
2822, , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,humbo,Horse/Mule,2 - 4 years,Local,Male,Ulcerative lymphangitis,-1
2823, , , ,Present, ,Present,Present, , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Are,Sheep,13-24 Months,Local,Female,Pasteurellosis_pneumonic,-1
2824, ,Present, ,Present, , ,Present, , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2825, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,13-24 Months,Local,Female,GI parasites,-1
2826, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2827, ,Present, ,Present, , ,Present, , ,Present, , , , , , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,Trypanosomosis,-1
2828, ,Present, ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,Trypanosomosis,-1
2829, ,Present, ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,Trypanosomosis,-1
2830, ,Present, ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,Trypanosomosis,-1
2831, ,Present, , , , ,Present, , , , , , ,Absent, , , ,Present, , , ,Absent, , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Female,GI parasites,-1
2832, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , , , ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2833, , ,Present,Present, , , , , ,Present, , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , ,SNNP,Bombe,Cattle,Older than 4 years,Local,Male,Blackleg /Black quarter,-1
2834, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2835, ,Present, ,Present, , ,Present, , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2836, , ,Present,Present, , , , , ,Absent, , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , ,SNNP,Bombe,Cattle,2 - 4 years,Local,Male,Blackleg /Black quarter,-1
2837, ,Present, , , , ,Present, , , , , , ,Absent, , , ,Present, ,Present, ,Absent, , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 2 Years,Cross,Female,GI parasites,-1
2838, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Present, , , , , ,Present, , , , , , , ,Addis Ababa,,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2839, , ,Present, , , , , , , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , ,SNNP,Bombe,Cattle,2 - 4 years,Cross,Male,Blackleg /Black quarter,-1
2840, ,Present, , , , ,Present, , , , , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 2 Years,Local,Male,zz_Other,50
2841, , ,Present, , , , , , , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , ,SNNP,Bombe,Cattle,Older than 4 years,Cross,Male,Blackleg /Black quarter,-1
2842, ,Present, , , , ,Present, , ,Present, , , ,Absent, , ,Absent,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
