caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
2563, , , , , , , , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Sheep,2 - 4 years,Local,Male,Hypoglycemia /Pregnancy toxemia,-1
2564, , , ,Present, ,Present,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Goats,2 - 4 years,Local,Male,zz_Other,73
2565, , , ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2566, , , , , , , , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Fasciolosis,-1
2567, , , ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2568, , , , , , ,Present, , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2569, , , ,Present, , , , , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,Colibacillosis,-1
2570, , , ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2571, , , ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2572, , , ,Present, ,Present, , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Goats,13 - 24 months,Local,Male,Hypoglycemia /Pregnancy toxemia,-1
2573, , , ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2574, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,0-6 Months,Cross,Male,Anthrax,-1
2575, , , ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
2576, ,Present, , , , , , , , , , , ,Absent, , ,Absent, , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,13-24 Months,Local,Male,Babesiosis,-1
2577,Present, , ,Present, , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka,Horse/Mule,Older than 2 Years,Local,Male,GI parasites,-1
2578, , , ,Present, , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,CBPP,-1
2579, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
2580, , , , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka,Sheep,Older than 2 Years,Local,Female,PPR,-1
2581, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Sheep,Older than 2 Years,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
2582, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Donkey,13-24 Months,Local,Female,Trypanosomosis,-1
2583, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Cross,Male,Pasteurellosis_pneumonic,-1
2584,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Donkey,13-24 Months,Local,Male,GI_non-infectious_colic,-1
2585, , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
2586, , , ,Present, , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
2587, , , ,Present, , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,13-24 Months,Local,Female,Trypanosomosis,-1
2588, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,13-24 Months,Local,Male,Contagious ecthyma /Orf/,-1
2589, , , , , , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Cross,Male,GI parasites,-1
2590, , , ,Present, , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2591, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Cross,Male,GI parasites,-1
2592, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,Present, , ,Present, , ,SNNP,Areka ,Goats,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
2593, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,Babesiosis,-1
2594, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Cross,Female,Colibacillosis,-1
2595, , , ,Present, , ,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Female,GI parasites,-1
2596, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,Babesiosis,-1
2597, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
2598, , , ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
2599, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,-1
2600, , , ,Present, , , , , , , , , , , , ,Present,Present, , , , , , , , , , , , , , , ,SNNP,,Sheep,13-24 Months,Local,Female,Fasciolosis,-1
2601, , ,Present, , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Goats,Older than 2 Years,Local,Male,Cowdriosis,-1
2602, , , , , , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2603, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,zz_Other,87
2604, , , , , , , , , ,Present, , , , , , ,Present, , , , , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,Fasciolosis,-1
2605, , , ,Present, , , , , ,Present, , , , , , ,Present, , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2606, , , ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
2607, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , ,Present, , , , , ,SNNP,Areka ,Sheep,7-12 Months,Local,Male,Lungworm /Verminous pneumonia,-1
2608, , , ,Present, , ,Present, , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,zz_Other,85
2609, , , ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
2610, , , ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2611, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,zz_Other,28
2612, , , ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Cross,Female,Trypanosomosis,-1
2613, , , ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2614, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,zz_Other,46
2615, , , ,Present, , , , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,,Cattle,13-24 Months,Local,Male,Trypanosomosis,-1
2616, , , ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2617, , , ,Present, , , , , , , , , ,Present, , ,Present, , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,zz_Other,51
2618, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,LSD (Lumpy Skin Disease/,-1
2619, , , ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2620, , , ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Cross,Female,Trypanosomosis,-1
2621, , , ,Present, ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,-1
2622, , , ,Present, , ,Present, , , , , , ,Absent, , ,Present,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,0 - 6 months,Local,Female,Fasciolosis,-1
2623, , , ,Present, , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,Present, , ,SNNP,Areka ,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
2624, ,Present, ,Present,Absent, ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
2625, , , ,Present, , , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Male,zz_Other,102
2626, , , ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,GI parasites,-1
2627, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2628, , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,zz_Other,40
2629, ,Present, , , ,Present, , , , , ,Present, , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Camel,Older than 2 Years,Local,Male,zz_Other,72
2630,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2631,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2632, , , ,Present, , ,Present, , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2633, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , , , ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2634, , , ,Present, ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,-1
2635, , , ,Present, , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Tuberculosis,-1
2636, , , ,Present, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Are6,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,-1
2637, , , ,Present, , ,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Colibacillosis,-1
2638, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,13-24 Months,Local,Female,zz_Other,28
2639, ,Present, ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2640, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2641, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
2642, , , ,Present, , ,Present, , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Female,zz_Other,85
2643, , , ,Present, ,Present, , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Goats,2 - 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,-1
2644, , , ,Present, , , , , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,Colibacillosis,-1
2645, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,zz_Other,62
2646, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , ,Present, , ,SNNP,Areka,Sheep,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,-1
2647, ,Present, ,Present, ,Present,Present, , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Goats,2 - 4 years,Local,Male,zz_Other,73
2648, , , ,Present, , ,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2649, , , ,Present, , , , , , , , , ,Absent, , , ,Present, , , , , , , , ,Present, , , , , , ,SNNP,humbo,Goats,13 - 24 months,Local,Male,PPR,-1
2650, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2651, , , ,Present, , , , , ,Present, , , , , , ,Present, , ,Present, , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
2652, ,Present, ,Present, , , , , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2653, , , ,Present, ,Present, , , ,Present, , , , , , , , , ,Present, , , , , , , , , , ,Present, , ,SNNP,,Camel,Older than 2 Years,Cross,Male,Trypanosomosis,-1
2654, , , ,Present, , ,Present, , , , , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,Ar8,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2655, , , ,Present, , ,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,Areka ,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
2656, , , ,Present, , , , , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2657, , , ,Present, , ,Present, , , , , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2658, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2659, , , ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,LSD (Lumpy Skin Disease/,-1
2660, ,Present, ,Present, , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
2661, , , ,Present, ,Present, , , , , , , ,Absent, , , ,Present, ,Present, , , , , , ,Present, , , , , , ,SNNP,humbo,Sheep,2 - 4 years,Local,Male,PPR,-1
2662, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , , ,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,SNNP,Halaba,Cattle,13 - 24 months,Local,Male,Lungworm /Verminous pneumonia,-1
2663, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,,Cattle,13-24 Months,Local,Male,LSD (Lumpy Skin Disease/,-1
2664, ,Present, ,Present, ,Present,Present, , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,areka,Sheep,Older than 2 Years,Local,Male,zz_Other,12
2665,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SNNP,areka,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,-1
2666, ,Present, , , ,Present, , , , , , , , , , ,Present, , , , , , , , , ,Present, , , , , , ,SNNP,areka,Goats,13-24 Months,Local,Female,zz_Other,8
2667, ,Present, , , , , , , , , , , , , , , , , ,Present, , , , , , , , , , , , , ,SNNP,areka,Cattle,Older than 2 Years,Local,Male,zz_Other,87
2668, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2669, ,Present, , , , , , , , , , ,Present, , , , , , ,Present, , , , , , , , , , , , , ,SNNP,areka,Cattle,13-24 Months,Local,Male,zz_Other,87
2670, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2671, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2672, , , ,Present, ,Present, , , , , , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Sheep,2 - 4 years,Local,Female,zz_Other,46
2673, ,Present, ,Present, , , , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,areka,Cattle,2 - 4 years,Local,Male,Babesiosis,-1
2674, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Absent, , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,GI parasites,-1
2675, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2676, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Male,GI parasites,-1
2677, ,Present, ,Present, ,Present,Present, , , , , , ,Absent, , , ,Present, , , , , , , , ,Present, , , , , , ,SNNP,humbo,Sheep,2 - 4 years,Local,Female,PPR,-1
2678, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2679, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,humbo,Cattle,Older than 4 years,Local,Male,Trypanosomosis,-1
2682, , , , , , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,areka,Cattle,Older than 2 Years,Local,Male,zz_Other,40
2683, ,Present, , , , ,Present, , ,Present, , , , , , , , , , , , , , , , , , , , , , , ,SNNP,areka,Cattle,13-24 Months,Local,Male,zz_Other,85
2684, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , ,Present, , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2685, ,Present, , , , ,Present, , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,areka,Cattle,13-24 Months,Local,Male,zz_Other,85
2686, , , ,Present, , , , , , , , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,areka,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
2687, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
2689, ,Present, ,Present, , , , ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2690, ,Present, ,Present, , ,Present, ,Present, , , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Cross,Female,Trypanosomosis,-1
2691, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2692, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Absent, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2693, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Absent, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2694, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,GI parasites,-1
2695, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2696, ,Present, ,Present, , ,Present, , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,GI parasites,-1
2697, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2698, ,Present, ,Present, , , , , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2699, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2700, , , ,Present, , ,Present, , , , , , ,Absent, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Colibacillosis,-1
2701, ,Present, ,Present, , , , , , , , , ,Absent, , , ,Present, ,Absent, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Babesiosis,-1
2702, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2703, ,Present, ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2704, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2705, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, ,Present, , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2706, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2707, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Local,Male,Trypanosomosis,-1
2708, ,Present, ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , ,Present, , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2709, ,Present, ,Present, , , , , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe ,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
2710, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2711, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
2712, ,Present, ,Present, , , , , , , , , ,Absent, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Cross,Female,Babesiosis,-1
2713, ,Present, ,Present, , , , , ,Present, , , , , , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Exotic,Female,Trypanosomosis,-1
2714, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Exotic,Female,Trypanosomosis,-1
2715, ,Present, ,Present, , ,Present, , ,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2716, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , , , , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2717, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,2 - 4 years,Local,Female,Trypanosomosis,-1
2718, ,Present, ,Present, , ,Present, ,Present,Present, , , ,Present, , , ,Present, , , , , , , , , , , , , , , ,SNNP,bombe,Cattle,Older than 4 years,Local,Female,Trypanosomosis,-1
